"","HK/1/68","HK/107/71","BI/21793/72","EN/42/72","PC/1/73","BI/5930/74","SL/840/74","VI/3A/75","VI/3C/75","AM/1609/77","TE/1A/77","TE/1B/77","BI/2461/78","BA/1/79","BA/2/79","EN/496/80","NL/209/80","RD/577/80","SH/31/80","NL/233/82","NL/241/82","PH/2/82","PH/2V/82","CE/1A/84","CE/1B/84","CC/4/85","NL/330/85","NL/333/85","ST/10/85","WE/4/85","CO/2/86","LE/360/86","SH/11/87","SI/2/87","VI/7/87","NL/450/88","BE/353/89","GU/54/89","NL/620/89","HK/34/90","VI/2/90","LY/1149/91","BE/32A/92","BE/32V/92","BE/32B/92","GD/25/93","MA/G252/93","OS/2352/93","SD/9/93","JO/33/94","NL/18/94","PR/413/94","FI/338/95","GE/A9509/95","LY/2279/95","NA/933/95","NL/1/95","NL/47/95","NL/218/95","WU/359B/95","BR/8/96","NL/172/96","SP/1/96","AU/10/97","NL/286/97","SY/5A/97","SY/5B/97","SY/5HAY/97","SY/5V/97","NL/5/98","MW/10/99","PM/2007/99","NL/118/01","NL/124/01","NL/126/01","FU/411/02","NL/1/02","NL/22/03","NL/88/03"
"BE/352/89","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","480","*","240","120","*","320","2334","*","1280","640","480","1280","40","*","80","*","40","*","80","60","*","*","80","*","70","<5","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"BE/353/89","<10","<10","*","<10","<10","*","<10","<20","<10","<20","<20","<10","<20","<10","20","<20","*","*","*","*","*","*","<10","*","<20","*","*","*","80","226","320","80","139","120","480","320","1488","80","1280","229","640","458","14","21","53","<5","<10","*","*","<5","<5","*","<5","*","<5","<5","<10","<10","<10","*","*","*","<10","<10","<10","*","*","*","<10","<10","*","*","*","*","*","*","*","*","*"
"EI/3447/89","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","*","*","*","2560","*","5120","1613","*","*","*","5120","10240","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"EN/138/89","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","320","*","*","1832","640","*","10240","1114","905","4457","320","*","10240","*","640","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"GE/5007/89","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","320","*","*","2032","2560","*","5120","1280","905","4064","*","10240","10240","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"GU/54/89","*","<10","*","<10","<10","*","<10","*","<10","*","*","120","*","<10","*","*","*","*","*","*","*","*","<10","*","*","*","160","*","*","640","160","80","*","557","80","1280","80","*","640","*","160","*","*","40","*","*","*","*","*","40","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"HK/1/89","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","320","*","*","2560","2560","*","5881","1280","905","5120","320","10240","11763","*","640","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"NL/620/89","*","*","<10","*","*","<10","*","20","<20","*","*","20","<10","*","40","<20","<10","<10","*","<10","<10","*","*","*","40","*","453","*","905","2217","2560","*","10240","1280","1280","2560","400","10240","20480","*","320","640","*","*","*","*","<10","*","*","*","*","*","*","*","*","*","<10","*","<10","*","*","<10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"NL/650/89","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","*","*","1016","320","*","5120","640","80","1280","*","10240","5120","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"NL/738/89","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","113","*","*","640","254","*","5120","320","28","1280","*","2560","5120","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"SP/34/89","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","*","*","1280","640","*","2560","320","160","1280","*","*","10240","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"SP/35/89","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","*","*","1280","2229","*","2560","557","453","2229","320","5120","10240","*","640","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"SP/36/89","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","*","*","640","640","*","2560","320","320","640","*","*","5120","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"SP/40/89","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","*","*","403","806","*","2560","320","1810","1280","*","2560","6451","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"SP/53/89","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","320","*","*","640","2560","*","2560","2560","640","2560","*","*","10240","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"VI/1/89","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","*","*","320","320","*","5120","320","40","320","*","*","640","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"WE/5/89","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","508","508","*","3225","*","453","2560","*","1280","3225","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"WK/1/89","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","*","*","1280","1280","*","4064","508","453","2560","*","5120","10240","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"ME/2/90","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","*","*","1280","*","*","10240","*","905","5120","160","10240","10240","*","320","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"ME/5/90","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","*","*","2560","5120","*","5120","320","1280","2560","*","*","10240","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"SH/24/90","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","5120","160","*","320","160","*","1280","10240","<40","80","320","*","640","20","40","*","277","35","<5","*","20","*","<5","*","*","*","*","*","*","18","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"SU/1/90","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","320","*","*","2560","2560","*","5120","1280","1280","5120","*","10240","10240","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"VI/2/90","*","*","<10","*","*","<10","*","*","*","<10","*","*","<10","*","*","*","<10","<10","*","<10","<10","*","*","*","*","*","*","*","640","320","640","*","211","160","1280","508","1280","320","3378","*","1940","1810","80","*","*","*","<10","*","*","*","*","*","*","*","*","*","<10","*","<10","*","*","20","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"WE/3/90","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","40","*","*","160","640","*","320","160","640","640","320","320","2560","*","1280","*","*","*","*","*","*","*","70","20","*","*","40","*","50","<10","*","*","*","*","*","18","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"CA/1/91","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","3620","3620","*","7241","1280","*","7241","453","*","10240","*","640","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"EN/260/91","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","320","1280","*","160","113","*","640","1280","*","3620","*","2560","*","*","*","*","*","*","*","40","<5","*","*","20","*","18","<5","*","*","*","*","*","15","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"EN/261/91","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","127","403","*","101","40","*","320","640","*","1613","*","1016","*","*","*","*","*","*","*","160","120","*","*","140","*","120","<10","*","*","*","*","*","25","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"GE/5366/91","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","1280","2560","*","5120","640","*","2560","320","*","5120","*","320","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"GE/6447/91","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","80","320","*","80","80","*","320","640","*","1280","*","1280","*","*","*","*","*","*","*","30","<5","*","*","40","*","20","<5","*","*","*","*","*","25","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"LY/1149/91","*","*","<10","*","*","<10","*","*","*","<10","*","*","<10","*","*","*","<10","<10","*","<10","<10","*","*","*","*","*","<10","*","640","160","320","*","80","80","*","202","640","*","1280","71","1016","2560","*","*","40","<40","*","80","*","*","*","320","80","80","*","<40","*","40","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"LY/1182/91","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","320","*","67","67","*","320","1076","*","1280","*","1280","2560","20","*","*","*","*","*","80","40","*","*","50","*","20","20","*","*","*","*","*","40","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"LY/1189/91","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","640","*","80","80","*","640","2560","*","2560","*","2560","*","*","*","*","*","*","*","40","18","*","*","40","*","18","<5","*","*","*","*","*","20","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"LY/1276/91","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","120","320","*","80","80","*","160","640","*","1280","*","640","*","*","*","*","*","*","*","60","60","*","*","70","*","50","30","*","*","*","*","*","60","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"LY/1337/91","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","320","*","80","80","*","320","1280","*","2560","*","1920","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"LY/1373/91","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","320","*","160","160","*","320","1280","*","1280","*","2560","*","*","*","*","*","*","*","40","20","*","*","40","*","18","<5","*","*","*","*","*","20","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"LY/1594/91","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","640","*","80","80","*","320","1280","*","2560","*","2560","*","*","*","*","*","*","*","18","<5","*","*","25","*","10","<5","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"LY/23672/91","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","120","320","*","80","80","*","320","640","*","1280","*","1280","*","*","*","*","*","*","*","35","<5","*","*","40","*","10","<5","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"LY/24103/91","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","320","640","*","160","160","*","640","1280","*","2560","*","2560","*","*","*","*","*","*","*","20","<5","*","*","25","*","<10","10","*","*","*","*","*","20","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"LY/24222/91","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","320","*","160","160","*","640","2560","*","2560","*","2560","*","*","*","*","*","*","*","50","40","*","*","50","*","35","10","*","*","*","*","*","40","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"MA/G12/91","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","320","640","*","160","160","*","403","1280","*","4064","*","2560","*","*","*","*","*","*","*","40","<5","*","*","40","*","10","<5","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"NL/816/91","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","320","640","*","80","80","*","1280","1280","*","2560","*","2560","*","*","*","*","*","*","*","40","<5","*","*","40","*","<10","<5","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"NL/891/91","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","320","640","*","160","113","*","640","1280","*","3620","*","2560","*","*","*","*","*","*","*","40","20","*","*","40","*","12","<5","*","*","*","*","*","15","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"ST/20/91","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","640","*","160","160","*","640","2560","*","640","*","2560","*","*","*","*","*","*","*","30","<5","*","*","30","*","12","<5","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"AM/4112/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","320","1280","*","160","80","*","1280","1280","*","5120","*","2560","*","*","*","*","*","*","*","60","20","*","*","40","*","20","<5","*","*","*","*","*","20","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"BE/32/92","<10","<10","*","<10","<10","*","<10","*","<10","*","*","<10","*","<10","*","*","*","*","*","*","*","*","<10","*","*","*","*","*","*","*","*","<10","*","*","*","80","79","40","160","10240","<40","55","735","1093","905","96","40","*","320","97","<10","*","*","*","23","15","73","16","48","*","*","48","15","<10","23","*","*","*","<10","*","*","*","*","*","*","*","*","*","*"
"ES/1285/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","640","*","160","80","*","320","640","*","5120","*","2560","*","*","*","*","*","*","*","35","<5","*","*","30","*","10","<5","*","*","*","*","*","15","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"FI/218/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","80","160","*","80","80","*","160","640","*","640","*","640","*","*","*","*","*","*","*","20","20","*","*","30","*","20","<5","*","*","*","*","*","20","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"FI/220/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","40","160","*","80","80","*","160","403","*","640","*","640","*","*","*","*","*","*","*","40","20","*","*","40","*","12","<5","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"FI/247/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","<10","20","*","40","40","*","160","640","<40","<10","640","*","160","*","80","*","1280","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"GE/5113/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","80","320","*","160","160","*","320","1280","*","2560","*","1280","*","*","*","*","*","*","*","10","<5","*","*","18","*","<5","<5","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"HO/56798/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","80","320","*","80","80","*","320","1280","*","1280","*","1280","*","*","*","*","*","*","*","35","<5","*","*","40","*","12","<5","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"HO/56829/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","640","*","160","160","*","640","1280","*","2560","*","1280","*","*","*","*","*","*","*","40","18","*","*","40","*","20","<5","*","*","*","*","*","40","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"HO/56941/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","80","320","*","80","80","*","320","1280","*","1280","*","1280","*","*","*","*","*","*","*","40","20","*","*","60","*","30","<10","*","*","*","*","*","20","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"MA/G58/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","1280","*","160","80","*","640","640","*","2560","*","1280","*","*","*","*","*","*","*","80","40","*","*","40","*","20","18","*","*","*","*","*","20","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"NI/3126/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","320","*","80","80","*","320","1280","*","2560","*","2560","*","*","*","*","*","*","*","40","<10","*","*","40","*","10","<5","*","*","*","*","*","30","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"NI/3129/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","320","640","*","160","80","*","640","1280","*","2560","*","2560","*","*","*","*","*","*","*","40","20","*","*","40","*","10","<5","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"NL/819/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","320","640","*","80","80","*","640","1280","*","2560","*","1280","*","*","*","*","*","*","*","60","15","*","*","*","*","20","18","*","*","*","*","*","30","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"NL/823/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","320","*","80","80","*","320","1280","*","1280","*","1280","*","*","*","*","*","*","*","40","18","*","*","20","*","30","<5","*","*","*","*","*","20","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"NL/935/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","320","1280","*","320","80","*","1280","2560","*","5120","*","5120","*","*","*","*","*","*","*","40","15","*","*","40","*","30","<5","*","*","*","*","*","20","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"NL/938/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","5120","80","*","640","127","*","1280","6451","<40","127","479","*","640","100","20","*","733","140","18","*","70","*","30","*","*","*","*","*","*","70","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"OV/31/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","640","2560","*","160","160","*","1280","2560","*","10240","*","5120","*","*","*","*","*","*","*","25","20","*","*","40","*","10","<5","*","*","*","*","*","15","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"PA/320/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","640","*","160","160","*","320","1280","*","2560","*","2560","*","*","*","*","*","*","*","25","<10","*","*","35","*","20","<5","*","*","*","*","*","18","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"PA/325/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","320","*","80","160","*","320","2560","*","2560","*","2560","*","*","*","*","*","*","*","20","<10","*","*","35","*","12","<5","*","*","*","*","*","12","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"PA/407/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","320","*","160","80","*","320","640","*","2560","*","1280","*","*","*","*","*","*","*","20","<5","*","*","18","*","<10","<5","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"PA/417/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","320","*","80","80","*","640","640","*","1280","*","1280","*","*","*","*","*","*","*","80","20","*","*","*","*","30","50","*","*","*","*","*","50","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"PA/424/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","80","320","*","80","80","*","320","640","*","2560","*","1280","*","*","*","*","*","*","*","40","<5","*","*","40","*","10","<10","*","*","*","*","*","40","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"PA/457/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","640","*","160","160","*","320","1280","*","2560","*","2560","*","*","*","*","*","*","*","10","<5","*","*","<5","*","<5","<5","*","*","*","*","*","<5","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"PA/467/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","640","1280","*","113","113","*","905","1280","*","5120","*","2560","*","*","*","*","*","*","*","30","<5","*","*","20","*","12","<5","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"PA/490/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","320","*","80","80","*","320","1280","*","2560","*","2560","*","*","*","*","*","*","*","35","20","*","*","40","*","20","<5","*","*","*","*","*","25","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"PA/512/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","80","320","*","60","80","*","160","640","*","1280","*","1280","*","*","*","*","*","*","*","20","<5","*","*","<5","*","<5","<5","*","*","*","*","*","20","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"PA/548/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","80","160","*","80","80","*","320","1280","*","1280","*","1280","*","*","*","*","*","*","*","10","<5","*","*","<5","*","<5","<5","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"PA/564/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","320","*","80","80","*","320","640","*","1280","*","1920","*","*","*","*","*","*","*","60","40","*","*","40","*","35","20","*","*","*","*","*","60","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"PA/583/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","202","403","*","101","50","*","403","806","*","2560","*","2560","*","*","*","*","*","*","*","20","<5","*","*","25","*","<5","<5","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"PA/597/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","80","160","*","40","40","*","160","640","*","640","*","1280","*","*","*","*","*","*","*","35","18","*","*","25","*","15","10","*","*","*","*","*","20","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"PA/614/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","320","640","*","160","80","*","640","640","*","2560","*","1280","*","*","*","*","*","*","*","40","<5","*","*","18","*","<10","10","*","*","*","*","*","20","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"RD/100540/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","160","640","*","160","160","*","640","2560","*","1280","*","2560","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"SA/8/92","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","57","320","*","113","57","*","226","453","*","905","*","905","*","*","*","*","*","*","*","20","<5","*","*","40","*","10","<5","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
